,location,total_sqft,bath,price,bhk
1644,Chandapura,650.0,1.0,17.0,2
1645,Chandapura,645.0,1.0,16.45,1
1646,Chandapura,645.0,1.0,16.45,1
1647,Chandapura,800.0,1.0,20.0,2
1648,Chandapura,1015.0,2.0,25.88,2
1649,Chandapura,530.0,1.0,11.66,1
1650,Chandapura,1208.0,3.0,45.0,3
1651,Chandapura,1190.0,2.0,30.35,3
1652,Chandapura,1200.0,2.0,32.0,2
1653,Chandapura,1025.0,2.0,27.68,2
1654,Chandapura,582.5,1.0,15.135,1
1655,Chandapura,1015.0,2.0,25.88,2
1656,Chandapura,1305.0,3.0,33.28,3
1657,Chandapura,1065.0,2.0,33.0,3
1658,Chandapura,850.0,1.0,18.5,2
1659,Chandapura,1201.0,2.0,27.0,2
1660,Chandapura,1500.0,2.0,60.0,2
1661,Chandapura,850.0,2.0,25.4,2
1662,Chandapura,590.0,1.0,13.57,1
1663,Chandapura,645.0,1.0,16.45,1
1664,Chandapura,630.0,1.0,13.86,1
1665,Chandapura,1185.0,2.0,30.22,3
1666,Chandapura,1015.0,2.0,25.88,2
1667,Chandapura,1107.0,2.0,43.0,3
1668,Chandapura,520.0,1.0,14.04,1
1669,Chandapura,1200.0,1.0,36.0,2
1670,Chandapura,975.0,2.0,24.86,2
1671,Chandapura,645.0,1.0,16.45,1
1672,Chandapura,985.0,2.0,25.12,2
1673,Chandapura,645.0,1.0,16.45,1
1674,Chandapura,975.0,2.0,24.86,2
1675,Chandapura,700.0,1.0,19.0,2
1676,Chandapura,1190.0,2.0,30.35,3
1677,Chandapura,1095.0,2.0,32.0,3
1678,Chandapura,1891.0,2.0,66.165,4
1679,Chandapura,1208.51,3.0,42.0,3
1680,Chandapura,876.0,2.0,29.5,2
1681,Chandapura,645.0,1.0,16.45,1
1682,Chandapura,1505.0,2.0,42.0,3
1683,Chandapura,1162.5,2.0,30.215,3
1684,Chandapura,645.0,1.0,16.45,1
1685,Chandapura,937.0,2.0,30.0,2
1686,Chandapura,1025.0,2.0,27.68,2
1687,Chandapura,975.0,2.0,24.86,2
1688,Chandapura,800.0,2.0,25.0,2
1689,Chandapura,645.0,1.0,16.45,1
1690,Chandapura,778.0,2.0,25.29,2
1691,Chandapura,1230.0,2.0,31.37,3
1692,Chandapura,950.0,2.0,25.65,2
1693,Chandapura,1200.0,2.0,36.0,2
1694,Chandapura,645.0,1.0,16.45,1
1695,Chandapura,922.0,2.0,36.0,2
1696,Chandapura,1110.0,2.0,29.97,3
1697,Chandapura,674.0,1.0,19.9,2
1698,Chandapura,1225.0,3.0,33.08,3
1699,Chandapura,1305.0,3.0,33.28,3
1700,Chandapura,1230.0,2.0,31.37,3
1701,Chandapura,1110.0,2.0,29.97,3
1702,Chandapura,985.0,2.0,25.12,2
1703,Chandapura,750.0,1.0,18.5,2
1704,Chandapura,1025.0,2.0,27.68,2
1705,Chandapura,1190.0,2.0,30.35,3
1706,Chandapura,1015.0,2.0,25.88,2
1707,Chandapura,1345.0,2.0,39.5,3
1708,Chandapura,1033.0,2.0,30.47,3
1709,Chandapura,971.0,2.0,38.0,3
1710,Chandapura,1015.0,2.0,25.88,2
1711,Chandapura,800.0,1.0,30.0,2
1712,Chandapura,1185.0,2.0,30.22,3
1713,Chandapura,900.0,2.0,35.0,2
1714,Chandapura,975.0,2.0,24.86,2
1715,Chandapura,520.0,1.0,14.04,1
1716,Chandapura,1230.0,2.0,31.37,3
1717,Chandapura,1305.0,3.0,33.28,3
1718,Chandapura,1323.0,2.0,42.0,3
1719,Chandapura,410.0,1.0,10.0,1
1720,Chandapura,985.0,2.0,25.12,2
1721,Chandapura,645.0,1.0,16.45,1
1722,Chandapura,645.0,1.0,16.45,1
1723,Chandapura,1200.0,2.0,36.0,2
1724,Chandapura,740.0,1.0,22.0,2
1725,Chandapura,876.0,2.0,28.47,2
1726,Chandapura,1095.0,2.0,28.0,3
1727,Chandapura,520.0,1.0,14.04,1
1728,Channasandra,1340.0,2.0,48.33,3
1729,Channasandra,1009.0,2.0,38.34,2
1730,Channasandra,1065.0,2.0,35.0,2
1731,Channasandra,1470.0,2.0,90.0,3
1732,Channasandra,1115.0,2.0,33.45,2
1733,Channasandra,1030.0,2.0,34.5,2
1734,Channasandra,4200.0,6.0,180.0,6
1735,Channasandra,1115.0,2.0,40.0,2
1736,Channasandra,1200.0,3.0,67.77,3
1737,Channasandra,1104.0,2.0,35.5,2
1738,Channasandra,1160.0,2.0,55.0,2
1739,Channasandra,1050.0,2.0,41.0,2
1740,Channasandra,1065.0,2.0,40.47,2
1741,Channasandra,1310.0,2.0,45.0,3
1742,Channasandra,1070.0,2.0,38.0,2
1743,Channasandra,1050.0,2.0,35.0,2
1744,Channasandra,1093.0,2.0,34.0,2
1745,Channasandra,808.0,2.0,40.0,2
1746,Channasandra,1010.0,2.0,36.0,2
1747,Channasandra,1123.0,2.0,36.0,2
1748,Channasandra,1000.0,2.0,35.0,2
1749,Channasandra,1500.0,4.0,89.45,4
1750,Channasandra,1330.0,2.0,51.83,3
1751,Channasandra,1093.0,2.0,37.0,2
1752,Channasandra,1115.0,2.0,35.8,2
1753,Channasandra,1500.0,3.0,61.95,3
1754,Channasandra,1800.0,3.0,60.0,3
1755,Channasandra,830.0,2.0,36.28,2
1756,Channasandra,1200.0,3.0,67.77,3
1757,Channasandra,1195.0,2.0,56.0,3
1758,Channasandra,1175.0,2.0,38.0,2
1759,Channasandra,1200.0,2.0,46.13,2
1760,Channasandra,1065.0,2.0,36.0,2
1761,Channasandra,1050.0,2.0,44.41,2
1762,Channasandra,1010.0,2.0,32.0,2
1763,Chikka Tirupathi,2600.0,5.0,120.0,4
1764,Chikka Tirupathi,2325.0,4.0,120.0,4
1765,Chikka Tirupathi,1808.0,4.0,80.27,3
1766,Chikka Tirupathi,3297.0,3.0,135.0,3
1767,Chikka Tirupathi,3500.0,5.0,150.0,4
1768,Chikka Tirupathi,2646.0,3.0,99.0,3
1769,Chikka Tirupathi,2704.0,5.0,105.0,4
1770,Chikka Tirupathi,2325.0,3.0,95.0,3
1771,Chikka Tirupathi,2325.0,4.0,120.0,4
1772,Chikka Tirupathi,3250.0,4.0,136.0,4
1773,Chikka Tirupathi,2665.0,5.0,125.0,4
1774,Chikkabanavar,950.0,2.0,40.0,2
1775,Chikkabanavar,1600.0,2.0,80.0,3
1776,Chikkabanavar,1200.0,4.0,70.0,5
1777,Chikkabanavar,600.0,1.0,25.0,2
1778,Chikkabanavar,2460.0,7.0,80.0,4
1779,Chikkabanavar,2400.0,4.0,97.0,5
1780,Chikkabanavar,2000.0,4.0,65.0,5
1781,Chikkabanavar,1067.0,2.0,38.0,2
1782,Chikkabanavar,1320.0,2.0,46.0,3
1783,Chikkabanavar,4000.0,7.0,110.0,8
1784,Chikkalasandra,1290.0,2.0,56.12,3
1785,Chikkalasandra,1100.0,2.0,50.0,2
1786,Chikkalasandra,1208.0,2.0,49.0,2
1787,Chikkalasandra,875.0,2.0,52.8,2
1788,Chikkalasandra,1375.0,2.0,50.0,3
1789,Chikkalasandra,1800.0,1.0,128.0,2
1790,Chikkalasandra,1070.0,2.0,50.0,2
1791,Chikkalasandra,1230.0,2.0,48.0,2
1792,Chikkalasandra,1428.0,2.0,80.0,3
1793,Chikkalasandra,1070.0,2.0,42.8,2
1794,Chikkalasandra,1310.0,2.0,52.4,3
1795,Chikkalasandra,1270.0,2.0,55.25,3
1796,Chikkalasandra,1365.0,2.0,49.0,3
1797,Chikkalasandra,1075.0,2.0,46.76,2
1798,Chikkalasandra,1230.0,2.0,53.51,3
1799,Chikkalasandra,1290.0,2.0,56.12,3
1800,Chikkalasandra,1070.0,2.0,45.48,2
1801,Chikkalasandra,1100.0,2.0,50.0,2
1802,Chikkalasandra,1390.0,2.0,60.47,3
1803,Chikkalasandra,1265.0,2.0,53.12,3
1804,Chikkalasandra,1224.0,2.0,45.0,2
1805,Chikkalasandra,1090.0,2.0,47.42,2
1806,Chikkalasandra,1355.0,3.0,54.2,3
1807,Chikkalasandra,1350.0,2.0,54.2,3
1808,Chikkalasandra,1325.0,2.0,59.0,2
1809,Chikkalasandra,1290.0,2.0,72.0,2
1810,Chikkalasandra,1275.0,2.0,55.46,3
1811,Chikkalasandra,1425.0,1.0,54.0,3
1812,Choodasandra,1115.0,2.0,50.0,2
1813,Choodasandra,1300.0,2.0,57.0,2
1814,Choodasandra,1530.0,3.0,77.0,3
1815,Choodasandra,1220.0,3.0,56.0,3
1816,Choodasandra,1220.0,3.0,56.0,3
1817,Choodasandra,1197.0,2.0,63.0,2
1818,Choodasandra,1465.0,3.0,75.0,3
1819,Choodasandra,1115.0,2.0,50.0,2
1820,Choodasandra,1215.0,2.0,59.0,2
1821,Choodasandra,1254.0,2.0,65.0,3
1822,Choodasandra,1580.0,3.0,105.0,3
1823,Choodasandra,725.0,2.0,36.0,2
1824,Choodasandra,2429.0,3.0,210.0,4
1825,Choodasandra,1220.0,3.0,56.0,3
1826,Choodasandra,1075.0,2.0,45.0,2
1827,Choodasandra,1180.0,2.0,71.22,2
1828,Choodasandra,1140.0,2.0,62.0,2
1829,Choodasandra,1220.0,3.0,56.0,3
1830,Choodasandra,1560.0,3.0,78.0,3
1831,Choodasandra,1065.0,2.0,46.0,2
1832,Choodasandra,1115.0,2.0,50.0,2
1833,Choodasandra,1220.0,3.0,56.0,3
1834,Choodasandra,1115.0,2.0,50.0,2
1835,Cooke Town,3950.0,4.0,450.0,4
1836,Cooke Town,2388.0,4.0,239.0,3
1837,Cooke Town,1710.0,2.0,200.0,2
1838,Cooke Town,1310.0,2.0,111.0,2
1839,Cooke Town,3900.0,5.0,415.0,4
1840,Cooke Town,2560.0,4.0,310.0,3
1841,Cooke Town,2600.0,3.0,375.0,3
1842,Cooke Town,1100.0,2.0,90.0,2
1843,Cooke Town,2300.0,3.0,250.0,3
1844,Cox Town,1975.0,3.0,150.0,3
1845,Cox Town,1650.0,3.0,100.0,3
1846,Cox Town,1730.0,3.0,140.0,3
1847,Cox Town,1600.0,3.0,150.0,3
1848,Cox Town,1250.0,2.0,95.0,2
1849,Cox Town,1280.0,2.0,120.0,2
1850,Cox Town,1073.0,2.0,72.0,2
1851,Cox Town,1000.0,2.0,58.0,2
1852,Cox Town,1200.0,2.0,140.0,2
1853,Cunningham Road,5270.0,4.0,1250.0,4
1854,Cunningham Road,3875.0,3.0,864.0,3
1855,Cunningham Road,3875.0,3.0,800.0,3
1856,Cunningham Road,3815.0,3.0,763.0,3
1857,Cunningham Road,2880.0,3.0,501.0,3
1858,Cunningham Road,3489.0,3.0,662.0,3
1859,Cunningham Road,4170.0,3.0,800.0,3
1860,Cunningham Road,5108.0,5.0,995.0,4
1861,Cunningham Road,2700.0,3.0,501.0,3
1862,Cunningham Road,2880.0,3.0,560.0,3
1863,Dasanapura,708.0,2.0,37.0,2
1864,Dasanapura,708.0,1.0,40.0,2
1865,Dasanapura,965.0,2.0,42.5,2
1866,Dasanapura,1286.0,3.0,61.44,3
1867,Dasanapura,1500.0,3.0,65.0,2
1868,Dasanapura,814.0,2.0,42.0,2
1869,Dasanapura,1163.0,2.0,65.0,2
1870,Dasanapura,1286.0,2.0,68.0,3
1871,Dasanapura,708.0,2.0,31.15,2
1872,Dasanapura,814.0,2.0,43.7,2
1873,Dasarahalli,1295.0,2.0,65.0,2
1874,Dasarahalli,1520.0,2.0,75.0,3
1875,Dasarahalli,1150.0,2.0,70.0,2
1876,Dasarahalli,2100.0,3.0,120.0,3
1877,Dasarahalli,1220.0,2.0,52.0,2
1878,Dasarahalli,1375.0,2.0,60.0,2
1879,Dasarahalli,1333.0,2.0,78.56,2
1880,Dasarahalli,1220.0,2.0,62.0,2
1881,Devanahalli,3210.0,2.0,192.0,4
1882,Devanahalli,1260.0,2.0,66.78,2
1883,Devanahalli,1282.0,2.0,68.52,3
1884,Devanahalli,1360.0,2.0,65.0,2
1885,Devanahalli,1630.0,2.0,74.82,3
1886,Devanahalli,1408.0,2.0,85.0,2
1887,Devanahalli,1010.0,2.0,51.0,2
1888,Devanahalli,1080.0,2.0,53.35,2
1889,Devanahalli,2400.0,5.0,100.0,5
1890,Devanahalli,1080.0,2.0,44.0,2
1891,Devanahalli,1282.0,2.0,52.43,3
1892,Devanahalli,1174.0,2.0,59.0,2
1893,Devanahalli,3752.5,2.0,177.115,2
1894,Devanahalli,658.0,1.0,34.0,1
1895,Devanahalli,658.0,1.0,26.91,1
1896,Devanahalli,698.5,1.0,28.57,1
1897,Devanahalli,1080.0,2.0,52.0,2
1898,Devanahalli,1700.0,3.0,88.2,3
1899,Devanahalli,1498.0,3.0,79.15,3
1900,Devanahalli,1466.0,3.0,77.59,3
1901,Devanahalli,775.0,1.0,39.0,1
1902,Devanahalli,1020.0,2.0,49.87,1
1903,Devanahalli,1045.0,2.0,48.0,2
1904,Devanahalli,1550.0,3.0,85.0,3
1905,Devanahalli,1200.0,2.0,55.08,3
1906,Devanahalli,1340.0,2.0,65.0,2
1907,Devanahalli,2125.0,3.0,107.0,3
1908,Devanahalli,1230.0,2.0,56.45,2
1909,Devanahalli,1360.0,2.0,62.425,2
1910,Devanahalli,658.0,1.0,26.91,1
1911,Devanahalli,1290.0,2.0,62.0,3
1912,Devanahalli,1010.0,2.0,58.0,2
1913,Devanahalli,1466.0,3.0,59.96,3
1914,Devanahalli,1520.0,2.0,69.76,3
1915,Devanahalli,1075.0,2.0,52.57,1
1916,Devarachikkanahalli,1350.0,7.0,85.0,8
1917,Devarachikkanahalli,1250.0,2.0,44.0,3
1918,Devarachikkanahalli,1250.0,2.0,40.0,2
1919,Devarachikkanahalli,1200.0,2.0,83.0,2
1920,Devarachikkanahalli,1170.0,2.0,40.0,2
1921,Devarachikkanahalli,615.0,1.0,24.0,1
1922,Devarachikkanahalli,1230.0,2.0,58.0,2
1923,Devarachikkanahalli,1425.0,2.0,65.0,3
1924,Devarachikkanahalli,947.0,2.0,43.0,2
1925,Devarachikkanahalli,1130.0,2.0,36.0,2
1926,Devarachikkanahalli,1417.0,2.0,76.0,3
1927,Devarachikkanahalli,1230.0,2.0,58.0,2
1928,Devarachikkanahalli,1705.0,3.0,75.0,3
1929,Devarachikkanahalli,1116.0,2.0,47.0,2
1930,Devarachikkanahalli,991.0,2.0,40.0,2
1931,Devarachikkanahalli,1700.0,3.0,71.0,3
1932,Dodda Nekkundi,1260.0,2.0,55.0,2
1933,Dodda Nekkundi,850.0,2.0,28.0,2
1934,Dodda Nekkundi,1390.0,2.0,60.0,2
1935,Dodda Nekkundi,1804.0,3.0,121.0,3
1936,Dodda Nekkundi,1080.0,2.0,50.0,2
1937,Dodda Nekkundi,1999.0,3.0,132.0,3
1938,Dodda Nekkundi,1100.0,2.0,48.0,2
1939,Dodda Nekkundi,1999.0,3.0,135.0,3
1940,Dodda Nekkundi,1100.0,2.0,41.15,2
1941,Dodda Nekkundi,1252.0,2.0,71.0,3
1942,Dodda Nekkundi,1155.0,2.0,46.0,2
1943,Dodda Nekkundi,1128.0,2.0,45.0,2
1944,Dodda Nekkundi,1148.0,2.0,56.0,2
1945,Dodda Nekkundi,1435.0,3.0,57.2,3
1946,Dodda Nekkundi,1145.0,2.0,46.5,2
1947,Dodda Nekkundi,1829.0,3.0,125.0,3
1948,Dodda Nekkundi,1100.0,2.0,41.16,2
1949,Dodda Nekkundi,1100.0,2.0,46.75,2
1950,Dodda Nekkundi,1315.0,2.0,50.0,2
1951,Dodda Nekkundi,1135.0,2.0,58.0,2
1952,Dodda Nekkundi,1100.0,2.0,41.18,2
1953,Dodda Nekkundi,1370.0,2.0,60.0,2
1954,Dodda Nekkundi,1200.0,2.0,71.0,2
1955,Dodda Nekkundi,1585.0,2.0,79.0,3
1956,Dodda Nekkundi,1005.0,2.0,45.0,2
1957,Dodda Nekkundi,1264.0,2.0,52.0,2
1958,Doddaballapur,1690.0,3.0,80.0,4
1959,Doddaballapur,4200.0,4.0,325.0,4
1960,Doddaballapur,3876.0,3.0,300.0,3
1961,Doddaballapur,2776.0,4.0,195.0,3
1962,Doddaballapur,2440.0,3.0,142.0,3
1963,Doddaballapur,2400.0,3.0,200.0,4
1964,Doddaballapur,654.0,1.0,49.0,1
1965,Doddaballapur,3206.0,5.0,270.0,4
1966,Doddakallasandra,1010.0,2.0,40.39,2
1967,Doddakallasandra,1360.0,2.0,54.39,3
1968,Doddakallasandra,1460.0,2.0,58.39,3
1969,Doddakallasandra,1360.0,2.0,54.4,3
1970,Doddakallasandra,1425.0,2.0,56.99,3
1971,Doddakallasandra,1010.0,2.0,40.39,2
1972,Doddakallasandra,1072.0,2.0,42.87,2
1973,Doddakallasandra,1010.0,2.0,40.4,2
1974,Doddakallasandra,1010.0,2.0,41.0,2
1975,Doddakallasandra,1072.0,2.0,42.87,2
1976,Doddathoguru,970.0,2.0,33.0,2
1977,Doddathoguru,1050.0,2.0,32.0,2
1978,Doddathoguru,850.0,2.0,25.0,2
1979,Doddathoguru,1030.0,2.0,42.0,2
1980,Doddathoguru,1549.0,3.0,65.0,3
1981,Doddathoguru,1875.0,3.0,55.0,3
1982,Doddathoguru,550.0,1.0,17.0,1
1983,Doddathoguru,1015.0,2.0,33.5,2
1984,Doddathoguru,1104.0,2.0,39.0,2
1985,Doddathoguru,915.0,2.0,32.0,2
1986,Doddathoguru,750.0,1.0,25.5,1
1987,Doddathoguru,1595.0,3.0,62.0,3
1988,Doddathoguru,855.0,2.0,32.0,2
1989,Doddathoguru,1105.0,2.0,50.0,2
1990,Doddathoguru,925.0,2.0,30.0,2
1991,Doddathoguru,1300.0,2.0,42.0,3
1992,Doddathoguru,1208.0,3.0,45.0,3
1993,Doddathoguru,1100.0,2.0,50.0,2
1994,Doddathoguru,940.0,2.0,32.9,2
1995,Doddathoguru,1382.0,3.0,65.0,3
1996,Doddathoguru,1107.0,2.0,44.0,2
1997,Doddathoguru,907.0,2.0,40.0,2
1998,Doddathoguru,1783.0,3.0,85.0,3
1999,Doddathoguru,550.0,1.0,17.0,1
2000,Domlur,1540.0,3.0,90.0,3
2001,Domlur,1875.0,2.0,150.0,3
2002,Domlur,1429.0,3.0,86.0,3
2003,Domlur,640.0,1.0,55.0,1
2004,Domlur,1050.0,2.0,85.0,2
2005,Domlur,1800.0,3.0,150.0,3
2006,Domlur,1720.0,3.0,135.0,3
2007,Domlur,1950.0,3.0,165.0,3
2008,Domlur,2180.0,3.0,285.0,3
2009,Domlur,650.0,1.0,70.0,1
2010,Domlur,780.0,1.0,70.0,1
2011,Domlur,2180.0,3.0,285.0,3
2012,Domlur,1740.0,3.0,120.0,3
2013,Domlur,1695.0,3.0,125.0,3
2014,Domlur,1246.0,2.0,95.0,2
2015,Domlur,2100.0,3.0,145.0,3
2016,Domlur,1276.0,2.0,80.0,2
2017,Domlur,1850.0,3.0,180.0,3
2018,Domlur,2955.0,3.0,235.0,3
2019,Domlur,1650.0,3.0,180.0,3
2020,Dommasandra,805.0,2.0,22.14,2
2021,Dommasandra,1033.0,2.0,25.53,3
2022,Dommasandra,1267.0,3.0,56.0,3
2023,Dommasandra,1200.0,2.0,50.0,2
2024,Dommasandra,2700.0,3.0,68.0,4
2025,Dommasandra,1033.0,2.0,31.5,3
2026,Dommasandra,1153.0,2.0,43.5,2
2027,Dommasandra,1500.0,2.0,40.0,2
2028,Dommasandra,1090.0,2.0,43.5,2
2029,Dommasandra,850.0,2.0,25.4,2
2030,Dommasandra,674.0,1.0,19.9,2
2031,Dommasandra,999.0,2.0,32.9,2
2032,EPIP Zone,1499.0,5.0,102.0,3
2033,EPIP Zone,1285.0,2.0,82.0,2
2034,EPIP Zone,2330.0,3.0,162.0,3
2035,EPIP Zone,1330.0,2.0,92.5,2
2036,EPIP Zone,1330.0,2.0,86.98,2
2037,EPIP Zone,1330.0,2.0,93.36,2
2038,EPIP Zone,3035.0,5.0,200.0,4
2039,EPIP Zone,1500.0,3.0,102.0,3
2040,EPIP Zone,1280.0,2.0,69.0,2
2041,EPIP Zone,1125.0,2.0,65.0,2
2042,EPIP Zone,1734.0,3.0,125.0,3
2043,EPIP Zone,3360.0,5.0,225.0,4
2044,EPIP Zone,1343.0,2.0,86.0,2
2045,EPIP Zone,2350.0,4.0,163.0,3
2046,EPIP Zone,1860.0,3.0,130.0,3
2047,EPIP Zone,2210.0,3.0,165.0,3
2048,EPIP Zone,2710.0,3.0,177.0,3
2049,EPIP Zone,3360.0,5.0,221.0,4
2050,Electronic City,660.0,1.0,23.1,2
2051,Electronic City,1025.0,2.0,47.0,3
2052,Electronic City,1000.0,2.0,28.88,2
2053,Electronic City,1530.0,2.0,45.9,3
2054,Electronic City,1500.0,2.0,64.5,3
2055,Electronic City,1060.0,2.0,60.0,2
2056,Electronic City,1152.0,2.0,64.5,2
2057,Electronic City,1350.0,2.0,56.0,3
2058,Electronic City,770.0,1.0,36.0,2
2059,Electronic City,1070.0,2.0,52.0,2
2060,Electronic City,1025.0,2.0,46.0,2
2061,Electronic City,589.0,1.0,27.0,1
2062,Electronic City,1100.0,2.0,42.0,2
2063,Electronic City,910.0,2.0,40.0,2
2064,Electronic City,1108.0,2.0,63.0,2
2065,Electronic City,1128.0,2.0,65.0,2
2066,Electronic City,1800.0,3.0,95.0,3
2067,Electronic City,630.0,1.0,34.65,1
2068,Electronic City,1128.0,2.0,63.0,2
2069,Electronic City,1599.0,3.0,99.0,3
2070,Electronic City,1125.0,2.0,32.49,2
2071,Electronic City,1094.0,2.0,42.0,2
2072,Electronic City,1070.0,2.0,55.0,2
2073,Electronic City,940.0,2.0,41.0,2
2074,Electronic City,1320.0,2.0,38.13,3
2075,Electronic City,1128.0,2.0,68.75,2
2076,Electronic City,1342.0,2.0,73.3,2
2077,Electronic City,1360.0,2.0,71.0,3
2078,Electronic City,880.0,2.0,29.0,2
2079,Electronic City,1265.0,2.0,56.93,2
2080,Electronic City,1691.0,2.0,102.0,3
2081,Electronic City,1128.0,2.0,65.49,2
2082,Electronic City,1620.0,3.0,62.0,3
2083,Electronic City,550.0,1.0,16.0,2
2084,Electronic City,710.0,2.0,16.0,2
2085,Electronic City,1070.0,2.0,56.1,2
2086,Electronic City,2000.0,4.0,120.0,4
2087,Electronic City,890.0,2.0,45.0,2
2088,Electronic City,1128.0,2.0,65.65,2
2089,Electronic City,865.0,2.0,42.0,2
2090,Electronic City,1130.0,2.0,32.64,2
2091,Electronic City,910.0,2.0,42.0,2
2092,Electronic City,975.0,2.0,37.5,2
2093,Electronic City,1360.0,2.0,75.0,3
2094,Electronic City,770.0,1.0,40.0,2
2095,Electronic City,1128.0,2.0,64.0,2
2096,Electronic City,1070.0,2.0,54.0,2
2097,Electronic City,550.0,1.0,15.0,2
2098,Electronic City,1025.0,2.0,29.6,2
2099,Electronic City,1571.0,3.0,89.0,3
2100,Electronic City,1111.0,3.0,50.0,3
2101,Electronic City,870.0,2.0,39.5,2
2102,Electronic City,921.0,2.0,34.0,2
2103,Electronic City,1374.0,2.0,72.0,3
2104,Electronic City,1100.0,2.0,45.0,2
2105,Electronic City,1128.0,2.0,65.35,2
2106,Electronic City,1128.0,2.0,65.0,2
2107,Electronic City,755.0,1.0,34.0,2
2108,Electronic City,1220.0,2.0,35.24,3
2109,Electronic City,4000.0,5.0,150.0,4
2110,Electronic City,1100.0,2.0,40.0,2
2111,Electronic City,1563.0,3.0,91.84,3
2112,Electronic City,1652.0,3.0,70.0,3
2113,Electronic City,1000.0,2.0,22.0,2
2114,Electronic City,1025.0,2.0,54.5,2
2115,Electronic City,1070.0,2.0,46.0,2
2116,Electronic City,1350.0,3.0,58.0,3
2117,Electronic City,1000.0,2.0,25.0,2
2118,Electronic City,1020.0,2.0,29.46,2
2119,Electronic City,1700.0,3.0,75.0,3
2120,Electronic City,1400.0,2.0,48.0,3
2121,Electronic City,1128.0,2.0,68.0,2
2122,Electronic City,700.0,1.0,35.0,1
2123,Electronic City,1360.0,2.0,70.5,3
2124,Electronic City,1150.0,2.0,38.0,2
2125,Electronic City,1571.0,3.0,105.0,3
2126,Electronic City,1090.0,2.0,31.49,2
2127,Electronic City,1089.0,2.0,45.0,2
2128,Electronic City,1110.0,2.0,40.0,2
2129,Electronic City,1600.0,3.0,104.0,3
2130,Electronic City,550.0,1.0,15.0,2
2131,Electronic City,1130.0,2.0,32.63,2
2132,Electronic City,1500.0,2.0,100.0,3
2133,Electronic City,1440.0,2.0,55.0,3
2134,Electronic City,1156.0,2.0,44.0,3
2135,Electronic City,1400.0,2.0,40.44,3
2136,Electronic City,1152.0,2.0,65.0,2
2137,Electronic City,1070.0,2.0,60.0,2
2138,Electronic City,1128.0,2.0,65.5,2
2139,Electronic City,1200.0,2.0,59.0,2
2140,Electronic City,1152.0,2.0,65.75,2
2141,Electronic City,1225.0,3.0,45.03,3
2142,Electronic City,1070.0,2.0,55.0,2
2143,Electronic City,1060.0,2.0,58.0,2
2144,Electronic City,1025.0,2.0,54.1,2
2145,Electronic City,1105.0,2.0,35.0,3
2146,Electronic City,660.0,1.0,18.0,2
2147,Electronic City,660.0,1.0,15.0,2
2148,Electronic City,1000.0,2.0,41.0,2
2149,Electronic City,1500.0,2.0,78.0,3
2150,Electronic City,1213.0,2.0,59.32,2
2151,Electronic City,1575.0,3.0,90.0,3
2152,Electronic City,435.0,1.0,19.5,1
2153,Electronic City,1449.0,3.0,100.0,3
2154,Electronic City,1310.0,2.0,37.83,3
2155,Electronic City,1125.0,2.0,58.0,2
2156,Electronic City,1090.0,2.0,35.03,2
2157,Electronic City,1575.0,3.0,101.0,3
2158,Electronic City,660.0,1.0,16.0,2
2159,Electronic City,550.0,1.0,12.0,1
2160,Electronic City,919.0,2.0,40.0,2
2161,Electronic City,1500.0,2.0,78.25,3
2162,Electronic City,1363.0,2.0,79.0,2
2163,Electronic City,1156.0,2.0,42.0,2
2164,Electronic City,1020.0,2.0,29.46,2
2165,Electronic City,1108.0,2.0,67.15,2
2166,Electronic City,1160.0,2.0,33.5,2
2167,Electronic City,1128.0,2.0,65.7,2
2168,Electronic City,1170.0,2.0,33.0,2
2169,Electronic City,1060.0,2.0,51.0,2
2170,Electronic City,1410.0,2.0,38.0,3
2171,Electronic City,1650.0,3.0,100.0,3
2172,Electronic City,1020.0,2.0,29.45,2
2173,Electronic City,1025.0,2.0,49.0,2
2174,Electronic City,1000.0,2.0,29.7,2
2175,Electronic City,1449.0,3.0,90.0,3
2176,Electronic City,1065.0,2.0,30.75,2
2177,Electronic City,1070.0,2.0,58.0,2
2178,Electronic City,1210.0,2.0,54.0,2
2179,Electronic City,1500.0,2.0,75.0,3
2180,Electronic City,1033.0,2.0,28.41,3
2181,Electronic City,1070.0,2.0,52.0,2
2182,Electronic City,2435.0,4.0,119.0,4
2183,Electronic City,660.0,1.0,15.5,2
2184,Electronic City,1125.0,2.0,32.5,2
2185,Electronic City,1165.0,2.0,33.64,2
2186,Electronic City,919.0,2.0,34.0,2
2187,Electronic City,1073.0,2.0,60.0,2
2188,Electronic City,1500.0,2.0,78.0,3
2189,Electronic City,1070.0,2.0,47.0,2
2190,Electronic City,1210.0,2.0,25.0,2
2191,Electronic City,1296.0,2.0,65.0,2
2192,Electronic City,1140.0,2.0,70.93,2
2193,Electronic City,1200.0,2.0,34.65,2
2194,Electronic City,1096.0,2.0,40.55,2
2195,Electronic City,1017.0,2.0,27.0,2
2196,Electronic City,1130.0,2.0,32.63,2
2197,Electronic City,1110.0,2.0,39.95,2
2198,Electronic City,2093.0,4.0,104.0,4
2199,Electronic City,1025.0,2.0,53.9,2
2200,Electronic City,940.0,2.0,54.0,2
2201,Electronic City,435.0,1.0,21.0,1
2202,Electronic City,1500.0,2.0,77.5,3
2203,Electronic City,1631.0,3.0,80.0,3
2204,Electronic City,1355.0,2.0,67.0,2
